Date,Symbol,Close,RSI,Lower_BB,Middle_BB,Upper_BB,MACD,Signal_Line
2024-05-08,RDDT,51.400001525878906,58.343033265922514,37.85734937032783,44.28050022125244,50.703651072177045,-0.09104148970585646,-3.228163988981214
2024-05-09,RDDT,50.11000061035156,55.82764077485026,37.65083418245875,44.55950031280518,51.4681664431516,0.44732393667827886,-2.4930664038493155
2024-05-10,RDDT,53.529998779296875,60.669049376543434,37.27983494794541,45.12250022888183,52.965165509818256,1.4271478585747621,-1.7090235513645
2024-05-13,RDDT,58.189998626708984,66.1182380067927,36.699126038872194,46.03200016021729,55.36487428156238,2.9138010245385093,-0.7844586361838983
2024-05-14,RDDT,62.34000015258789,70.09224195496631,35.645953829256314,47.09200019836426,58.53804656747221,4.64771060510476,0.30197521207383327
2024-05-15,RDDT,59.630001068115234,64.75131690511212,36.04377297289432,48.115000343322755,60.186227713751194,5.480872264778847,1.337754622614836
2024-05-16,RDDT,56.380001068115234,58.949967753327144,36.63946975606085,48.84800033569336,61.056530915325865,5.559458550083507,2.1820954081085704
2024-05-17,RDDT,62.040000915527344,64.85545883719514,36.99558839147417,49.90600032806397,62.81641226465376,6.3808547226181345,3.0218472710104836
2024-05-20,RDDT,61.220001220703125,63.4317179930224,37.58996564869775,50.865000343322755,64.14003503794775,6.801190500112808,3.7777159168309487
2024-05-21,RDDT,59.310001373291016,60.121052457589165,38.46730144287501,51.689500427246095,64.91169941161718,6.762492438550471,4.374671221174854
2024-05-22,RDDT,56.689998626708984,55.81745205797519,39.58332309824313,52.366500282287596,65.14967746633207,6.277471208781282,4.75523121869614
2024-05-23,RDDT,54.15999984741211,51.95025504993895,40.99314102136594,52.95200023651123,64.91085945165652,5.466272555385587,4.897439486034029
2024-05-24,RDDT,54.720001220703125,52.73090624496278,41.950884666012165,53.4165002822876,64.88211589856303,4.849325458989084,4.887816680625041
2024-05-28,RDDT,58.4900016784668,57.71195245175889,42.84971755996702,54.027000427246094,65.20428329452517,4.849359165867173,4.8801251776734675
2024-05-29,RDDT,57.63999938964844,56.27215882525333,44.32274054538344,54.68700046539307,65.0512603854027,4.669460315245666,4.837992205187907
2024-05-30,RDDT,56.29999923706055,53.98560268013888,45.650813266649244,55.208000373840335,64.76518748103142,4.284145325040578,4.727222829158442
2024-05-31,RDDT,54.2400016784668,50.58279314364014,46.600488572543014,55.5350004196167,64.46951226669039,3.6410273563610263,4.509983734598959
2024-06-03,RDDT,55.79999923706055,52.998865437277416,48.0446495023032,55.9930004119873,63.941351321671405,3.3184999690414108,4.271686981487449
2024-06-04,RDDT,54.5,50.77118499301924,49.14174829036188,56.30450038909912,63.467252487836355,2.842410099319803,3.9858316050539204
2024-06-05,RDDT,60.06999969482422,58.7680066138703,50.24498087450863,56.83800029754639,63.431019720584146,3.2309564798258528,3.834856580008307
2024-06-06,RDDT,63.459999084472656,62.73555156729159,50.74254683458466,57.44100017547608,64.1394535163675,3.963369558241614,3.8605591756549686
2024-06-07,RDDT,59.79999923706055,56.42293607281489,52.06934259390399,57.925500106811526,63.78165761971906,3.9706183351703617,3.8825710075580475
2024-06-10,RDDT,59.630001068115234,56.14037082158411,52.69520810085555,58.23050022125244,63.76579234164933,3.904561035015197,3.8869690130494776
2024-06-11,RDDT,61.54999923706055,58.65856859218036,52.67748203081753,58.39850025177002,64.1195184727225,4.068168853073306,3.9232089810542434
2024-06-12,RDDT,65.93000030517578,63.769059012131194,52.18747737071689,58.57800025939942,64.96852314808194,4.73269967618859,4.085107120081113
2024-06-13,RDDT,63.959999084472656,60.16651818828086,51.99574034000971,58.79450016021728,65.59325998042486,4.919809030417643,4.252047502148419
2024-06-14,RDDT,60.939998626708984,55.03373318622238,52.25715667093224,59.02250003814697,65.78784340536171,4.605096202157877,4.322657242150311
2024-06-17,RDDT,60.349998474121094,54.06337703736665,52.28422670801634,58.93799991607666,65.59177312413698,4.227628516830384,4.303651497086326
2024-06-18,RDDT,60.209999084472656,53.82087708320745,52.28866754535919,58.88749980926514,65.48633207317108,3.86525377049749,4.215971951768559
2024-06-20,RDDT,57.41999816894531,49.094739726064844,52.166999586824105,58.79299964904785,65.4189997112716,3.1671616762037447,4.006209896655596
2024-06-21,RDDT,57.29999923706055,48.895862343079614,52.23097033164517,58.82349967956543,65.41602902748569,2.5674132678775274,3.7184505708999827
2024-06-24,RDDT,56.47999954223633,47.48043963199683,52.602594137222965,58.93949966430664,65.27640519139031,1.9569659493926084,3.366153646598508
2024-06-25,RDDT,61.380001068115234,55.72775821960272,53.16159205822739,59.27249965667725,65.38340725512711,2.1174390641408802,3.1164107301069826
2024-06-26,RDDT,63.61000061035156,58.891605060967514,53.147169798786244,59.528499603271484,65.90982940775672,2.5140321797034515,2.9959350200262764
2024-06-27,RDDT,63.58000183105469,58.830697469293625,53.272776533221744,59.8254997253418,66.378222917461855,2.78584715483583,2.953917446988187
2024-06-28,RDDT,63.88999938964844,59.29914498839171,53.63382776938351,60.20499973297119,66.77617169655886,3.0027612712790086,2.9636862118463516
2024-07-01,RDDT,66.589996337890625,63.22414690241243,54.288551710941505,60.822499465942386,67.35644722094327,3.483301237765213,3.067609217030124
2024-07-02,RDDT,73.51000213623047,70.95511484279808,53.5406576730312,61.70799961090088,69.87534154877056,4.6840813726281905,3.3909036481497377
2024-07-03,RDDT,73.62000274658203,71.0592635813482,53.6618976969012,62.66399974822998,71.66610179955876,5.545270681208536,3.8217770547614975
2024-07-05,RDDT,72.970001220703125,69.47396739228145,53.345531203427605,63.30899982452392,73.27246844562025,6.04821301617029,4.2670642470432565
2024-07-08,RDDT,72.80999755859375,69.0655058804957,52.98549823390476,63.77649974822998,74.56750126255521,6.334141770151769,4.68047975166496
2024-07-09,RDDT,70.589996337890625,63.48813430905877,53.29766446586495,64.31599960327148,75.334334740678,6.210797320346351,4.986543265401238
2024-07-10,RDDT,69.4000015258789,60.66032790790741,53.79419178458329,64.80449962615967,75.81480746773605,5.898900885738545,5.169014789468699
2024-07-11,RDDT,70.29000091552734,62.022744757124954,54.08969300464358,65.241499710083,76.39330641552243,5.689295603314237,5.2730709522378065
2024-07-12,RDDT,73.8499984741211,66.95286744999935,53.8705130601236,65.63749961853027,77.40448617693694,5.8691707597427145,5.392290913738789
2024-07-15,RDDT,72.9800033569336,64.740969180142,53.92839956462625,66.08849983215332,78.24860009968039,5.833252958853863,5.4804833227618035
2024-07-16,RDDT,70.44000244140625,58.64899208805957,54.50318328365227,66.56350002288818,78.62381676212408,5.443489882972319,5.473084634803906
2024-07-17,RDDT,65.20999908447266,48.52412066296998,55.065123794630985,66.80650005340576,78.54787631218052,4.475460364202255,5.273559780683576
2024-07-18,RDDT,65.91999816894531,49.79132949182134,55.7346989344749,67.0920000076294,78.4493010807839,3.7475286807199915,4.9683535606908595
2024-07-19,RDDT,64.69999694824219,47.621934615255135,56.92541992184096,67.45599994659423,77.98657997134751,2.991370285856765,4.572956905724041
2024-07-22,RDDT,68.12999725341797,53.726264858123606,58.55386646407385,67.99749984741212,77.44113323075038,2.7673914145749157,4.211843807494216
2024-07-23,RDDT,67.839996337890625,53.16213270133305,60.73184696180002,68.56549968719483,76.39915241258964,2.52629210015316,3.8747334660260053
2024-07-24,RDDT,62.95000076293945,44.64883007670251,61.0728733630985,68.64399967193603,76.21512598077356,1.7314389724511603,3.4460745673110367
2024-07-25,RDDT,62.060001373291016,43.29004842377027,60.76268615407538,68.56649971008301,76.37031326609063,0.9784461866065852,2.9525488911701467
2024-07-26,RDDT,62.36000061035156,43.909692830218624,60.52955356205442,68.50549964904785,76.48144573604128,0.4090809196227063,2.443855296860659
2024-07-29,RDDT,59.97999954223633,40.160608362558094,59.722852465676986,68.30999965667725,76.8971468476775,-0.3363327232489888,1.8878176928387294
2024-07-30,RDDT,58.439998626708984,37.90536202832536,58.31257933161666,67.90249977111816,77.49242021061966,-1.1156112004098162,1.2871319141890203
2024-07-31,RDDT,60.849998474121094,43.273914895420084,57.57297673378277,67.26949958801269,76.96602244224262,-1.4202926631666335,0.7456469987178895
2024-08-01,RDDT,59.380001068115234,40.94837373845964,56.74027798829024,66.55749950408935,76.37472101988845,-1.831668807030895,0.23018383756813265
2024-08-02,RDDT,57.58000183105469,38.238557854679115,55.69322986319349,65.78799953460694,75.88276920602038,-2.368612292634309,-0.28957538847235564
2024-08-05,RDDT,56.810001373291016,37.10728933523348,54.711639723534965,64.9879997253418,75.26435972714863,-2.870728121700572,-0.8058059351179989
2024-08-06,RDDT,54.36000061035156,33.691832866883026,53.25478546266484,64.17649993896484,75.09821441526483,-3.5631270728384012,-1.3572701626620796
2024-08-07,RDDT,50.689998626708984,29.33596527736561,51.12888376168778,63.24099979400635,75.35311582632491,-4.574627202218107,-2.000741570573285
2024-08-08,RDDT,54.939998626708984,39.14747716355961,50.30013655381687,62.47349967956543,74.64686280531399,-4.762357355455515,-2.5530647275497316
2024-08-09,RDDT,52.90999984741211,36.537886129621086,49.75546315288494,61.42649974822998,73.09753634357502,-5.142556560090339,-3.070963094057853
2024-08-12,RDDT,52.5099983215332,36.02824747106615,49.3926863964804,60.40299949645996,71.41331259643952,-5.450403389842928,-3.546851153214868
2024-08-13,RDDT,54.52000045776367,40.518015948706804,49.33732657666286,59.60699939727783,69.8766722178928,-5.357373704545132,-3.9089556634809215
2024-08-14,RDDT,54.95000076293945,41.464497122268895,48.97113870254754,59.09399948120117,69.21686025985481,-5.166379064406323,-4.160440343666002
2024-08-15,RDDT,55.54999923706055,42.83143841895975,48.8497565041435,58.575499534606934,68.30124256507037,-4.875024699082275,-4.303357214749257
2024-08-16,RDDT,54.91999816894531,41.72951930691637,48.662899536942476,58.08649959564209,67.5100996543417,-4.681591563943643,-4.379004084588134
2024-08-19,RDDT,54.36000061035156,40.726535199828,49.06066806276179,57.39799976348877,65.73533146421575,-4.558194482759548,-4.414842164222417
2024-08-20,RDDT,55.02000045776367,42.48123413860637,49.887393387448476,56.75699996948242,63.62660655151637,-4.317327379697289,-4.395339207317392
2024-08-21,RDDT,56.88999938964844,47.24638577021123,50.196432927218446,56.45399990081787,62.711566874417294,-3.813002585573211,-4.278871882968556
2024-08-22,RDDT,56.43000030517578,46.231755436451174,50.46681496275046,56.17249984741211,61.87818473207376,-3.439506495521194,-4.110998805479083
2024-08-23,RDDT,59.209999084472656,52.82532361491976,50.85323049191946,56.01499977111816,61.176769050316864,-2.713552944763642,-3.831509633335995
2024-08-26,RDDT,58.2599983215332,50.54429457006443,50.98147132603436,55.928999710083005,60.87652809413165,-2.24852224540949,-3.514912155750694
2024-08-27,RDDT,59,52.273096895124965,50.94700112207501,55.95699977874756,60.96699843542011,-1.7552420647982014,-3.1629781375601955
2024-08-28,RDDT,56.13999938964844,45.63364537000524,51.23857040827878,55.721499824523924,60.204429240769066,-1.7485328694054836,-2.8800890839292532
2024-08-29,RDDT,58.75,51.666975789313796,51.30250349986304,55.68999977111817,60.07749604237329,-1.3588429415603565,-2.575839855455474
2024-08-30,RDDT,60.029998779296875,54.34298754458545,51.0962728003313,55.812499618530275,60.52872643672925,-0.8610663662513618,-2.2328851576146516
2024-09-03,RDDT,57.529998779296875,48.67457615460871,51.091549818994935,55.84849948883057,60.605449158666204,-0.8079058369949377,-1.9478892934907088
2024-09-04,RDDT,57,47.5423885578827,51.24964973582402,55.98049945831299,60.71134918080196,-0.8304980735625578,-1.7244110495050786
2024-09-05,RDDT,58.709999084472656,51.465013783544336,52.182703361436694,56.381499481201175,60.580295600965655,-0.6020548966661932,-1.4999398189373017
2024-09-06,RDDT,56.849998474121094,47.320096933099514,52.32709330839754,56.47699947357178,60.626905638746024,-0.6734994371460967,-1.3346517425790607
2024-09-09,RDDT,57.459999084472656,48.777130312065644,52.875236238727524,56.70449943542481,60.53376263212209,-0.6375089368813036,-1.1952231814395093
2024-09-10,RDDT,56.869998931884766,47.411250512854316,53.61192992670359,56.92249946594238,60.23306900518117,-0.6838987834952404,-1.0929583018506555
2024-09-11,RDDT,59.869998931884766,54.40300642979313,53.834884464509365,57.189999389648435,60.545114314787504,-0.2972174889176671,-0.9338101392640579
2024-09-12,RDDT,59.630001068115234,53.7869210482689,54.07363002214075,57.42399940490723,60.77436878767371,-0.0252318734666912,-0.7520944861045846
2024-09-13,RDDT,59.09000015258789,52.35040702586976,54.29155911905706,57.600999450683595,60.91043978231013,0.11338644499903072,-0.5789982998838616
2024-09-16,RDDT,59.150001525878906,52.50220222529185,54.6794828717102,57.812499618530275,60.94551636535035,0.22861830389921955,-0.4174749791272454
2024-09-17,RDDT,61.88999938964844,58.935569725483276,54.99681596063048,58.188999557495116,61.38118315435975,0.6884420956063009,-0.19629156418053617
2024-09-18,RDDT,63.65999984741211,62.47172499998068,54.95747690562047,58.62099952697754,62.28452214833462,1.2746644713491628,0.09789964292540362
2024-09-19,RDDT,64.55999755859375,64.16164557961193,54.612668779889425,59.004499435424805,63.396330090960184,1.831769550882334,0.4446736245167897
2024-09-20,RDDT,66.16999816894531,67.02249382907077,54.26820858534384,59.49149932861328,64.71479007188272,2.4499805864732105,0.845735016908074
2024-09-23,RDDT,65,63.0816123677146,54.0364025622061,59.78099937438965,65.52559618657321,2.7450067681167534,1.22558936714981
2024-09-24,RDDT,66.95999908447266,66.62227752735681,53.7284412487346,60.21599941253662,66.70355757633864,3.190269340501972,1.6185253618202424
2024-09-25,RDDT,67.87999725341797,68.16559287810114,53.39697586320779,60.65999927520752,67.92302268720724,3.609784471628208,2.0167771837818353
2024-09-26,RDDT,66.5199966430664,63.49197063004092,53.79957506207018,61.17899913787842,68.55842321368665,3.718117298533641,2.3570452067321965
2024-09-27,RDDT,67.08000183105469,64.56919709678957,53.8788698110791,61.595499229431155,69.31212864778321,3.8259967566807385,2.650835516721905
2024-09-30,RDDT,65.91999816894531,60.58159926573575,53.98749652344591,61.88999919891357,69.79250187438123,3.719453219131208,2.8645590572037656
2024-10-01,RDDT,65.970001220703125,60.69428359273261,54.48483031224172,62.31199932098389,70.13916832972606,3.598236263116572,3.011294498386327
2024-10-02,RDDT,67.779998779296875,64.63523804687563,55.07675799712487,62.85099925994873,70.62524052277259,3.682902413640532,3.145616081437168
2024-10-03,RDDT,67.470001220703125,63.46163315401515,55.510252027351584,63.28899936676025,71.06774670616892,3.6658287612036933,3.249658617390473
2024-10-04,RDDT,72.37999725341797,72.10201516024,55.920918066307735,64.0654993057251,72.21008054514246,4.199933825094071,3.439713658931193
2024-10-07,RDDT,70.44000244140625,65.51031270785128,56.71139194556881,64.71449947357178,72.71760700157473,4.326469908542285,3.6170649088534117
2024-10-08,RDDT,70.7699966430664,66.07840240629827,57.85012093327367,65.40949935913086,72.96887778498805,4.409589119946222,3.775569751071974
2024-10-09,RDDT,71,66.4926691213362,58.481417965723956,65.96599941253662,73.45058085934929,4.44631669991058,3.9097191408396954
2024-10-10,RDDT,69.9000015258789,62.557821228222465,59.40627316579353,66.4794994354248,73.55272570505606,4.291981624963914,3.9861716376645395
2024-10-11,RDDT,73.25,68.64361674657371,60.38511237960506,67.18749942779542,73.98988647598577,4.508277111846826,4.090592732500997
2024-10-14,RDDT,74.87000274658203,71.09070467287016,61.440109701471336,67.97349948883057,74.5068892761898,4.803526675275038,4.233179521055805
2024-10-15,RDDT,75.16999816894531,71.53373922115651,62.013473280729144,68.6374994277954,75.26152557486166,5.003731532789368,4.387289923402518
2024-10-16,RDDT,77.26000213623047,74.46923271128502,62.110382785078194,69.31749954223633,76.52461629939447,5.327672128196914,4.575366364361397
2024-10-17,RDDT,76.29000091552734,70.81908161540319,62.436537475896,69.90399971008301,77.37146194427002,5.401625399510324,4.740618171391183
2024-10-18,RDDT,80.9000015258789,76.67148704609457,61.98098950408001,70.64049987792968,79.30001025177936,5.891907886567904,4.970876114426527
2024-10-21,RDDT,78.55000305175781,69.06719878204936,62.4129399855455,71.31800003051758,80.22306007548966,5.938645737150927,5.164430038971408
2024-10-22,RDDT,77.29000091552734,65.3260949038717,62.80302574126027,71.83450012207031,80.86597450288035,5.765722553638164,5.284688541904759
2024-10-23,RDDT,77.68000030517578,65.94104040922585,63.14226281401798,72.3245002746582,81.50673773529843,5.602278527946258,5.348206539113059
2024-10-24,RDDT,78.5999984741211,67.4094049376335,63.763777599555,72.92850036621094,82.09322313286688,5.503842438704809,5.3793337190314094
2024-10-25,RDDT,81.36000061035156,71.39385977908692,64.19104475650296,73.64250030517579,83.09395585384861,5.647797024721224,5.433026380169372
2024-10-28,RDDT,79.68000030517578,66.09672316177812,65.23107686970559,74.3305004119873,83.42992395426901,5.513522842459739,5.449125672627446
2024-10-29,RDDT,81.73999786376953,69.12204048261259,66.32621217591628,75.11900024414062,83.91178831236496,5.553426737696299,5.469985885641217
2024-10-30,RDDT,116.05000305175781,88.12635281714958,58.082297411129126,77.53250045776367,96.98270350439822,8.890665471717284,6.15412180285643
2024-10-31,RDDT,119.30000305175781,88.8277917218643,54.04525471931275,80.1240005493164,106.20274637932006,11.450781043332903,7.213453650951725
2024-11-01,RDDT,112.9800033569336,79.04829317139266,52.7001921737913,82.15400085449218,111.60780953519307,12.586100564508618,8.287983033663103
2024-11-04,RDDT,109.02999877929688,73.5947380173942,52.94421248504225,84.08350067138672,115.22278885773119,12.907893615737564,9.211965150077996
2024-11-05,RDDT,122.56999969482422,78.95456624921907,51.98034430709967,86.6735008239746,121.36665734084954,14.051568076573261,10.179885735377049
2024-11-06,RDDT,121.08000183105469,77.09989969756522,52.21583455746645,89.17750091552735,126.13916727358824,14.560757868028595,11.056060161907359
2024-11-07,RDDT,131.44000244140625,80.52534595194555,52.11483886333402,92.2545009613037,132.39416305927338,15.48889660121402,11.942627449768692
2024-11-08,RDDT,134.8000030517578,81.49228021021956,52.16838005575286,95.33200111389161,138.49562217203035,16.166537858314346,12.787409531477824
2024-11-11,RDDT,129.22999572753906,74.85697979823166,53.55703247793603,98.05000076293945,142.54296904794285,16.031541236479228,13.436235872478106
2024-11-12,RDDT,127.75,73.15261193572915,55.69348376197866,100.67900085449219,145.66451794700572,15.59611369714231,13.868211437410947
2024-11-13,RDDT,132.05999755859375,74.9419005945065,57.80179067439464,103.41900062561035,149.03621057682608,15.334936852896309,14.161556520508022
2024-11-14,RDDT,131.8800048828125,74.71794301318182,60.75802782980096,106.19850082397461,151.63897381814826,14.907689083247554,14.31078303305593
2024-11-15,RDDT,124.77999877929688,66.30108031587135,63.8208320590273,108.3925006866455,152.9641693142637,13.915981392525989,14.231822704949943
2024-11-18,RDDT,129.4199981689453,68.77651037129712,67.68010746508564,110.93600044250488,154.1918934199241,13.276593529836745,14.040776869927305
2024-11-19,RDDT,137.16000366210938,72.41644028895352,72.14006271422397,113.92950057983398,155.718938445444,13.10606896903963,13.853835289749771
2024-11-20,RDDT,136.27000427246094,71.38591831569526,77.50110959370537,116.85900077819824,156.2168919626911,12.739348806269213,13.63093799305366
2024-11-21,RDDT,158.02000427246094,79.18248249229538,81.68841684429307,120.83000106811524,159.9715852919374,13.616565660305046,13.628063526503936
2024-11-22,RDDT,146.6699981689453,68.66775941042907,87.88259495182047,124.09550094604492,160.30840694026938,13.392521284045644,13.580955078012279
2024-11-25,RDDT,141.89999389648438,64.77478065747395,96.52240150358702,127.20650062561035,157.89059974763367,12.757789698476184,13.416322002105062
2024-11-26,RDDT,135.61000061035156,59.94838685104457,107.24658259500728,129.90000076293944,152.5534189308716,11.736231055464641,13.080303812776979
2024-11-27,RDDT,140.0399932861328,62.09077996020153,108.97210637635014,131.0995002746582,153.22689417296624,11.061933026046344,12.676629655430851
2024-11-29,RDDT,140.69000244140625,62.40851838779744,110.3608329802135,132.16900024414062,153.97716750806774,10.440387339718082,12.229381192288297
2024-12-02,RDDT,141.63999938964844,62.89797024650327,113.31213434043315,133.60200004577638,153.8918657511196,9.884745126364724,11.760453979103584
2024-12-03,RDDT,149.8300018310547,66.8992989976963,117.56037397196377,135.64200019836426,153.72362642476475,9.802216082483707,11.36880639977961
2024-12-04,RDDT,154.22999572753906,68.84336008154033,118.46736343168592,137.225,155.98263656831406,9.857171655529239,11.066479450929535
2024-12-05,RDDT,153.08999633789063,67.73338627115278,120.39156469423995,138.82549972534179,157.25943475644362,9.703184105669461,10.793820381877522
2024-12-06,RDDT,162.75999450683594,71.87566560540239,119.56691203945032,140.3914993286133,161.21608661777626,9.986586419430289,10.632373589388076
2024-12-09,RDDT,167.1699981689453,73.54372651540429,118.33828803878322,142.00999908447267,165.68171013016212,10.29938077219008,10.565775025948476
2024-12-10,RDDT,155.92999267578125,63.24735352400507,119.69529380442023,143.34499893188476,166.9947040593493,9.802645510190565,10.413149122796895
2024-12-11,RDDT,165.9199981689453,67.5904151294444,120.79896174008398,145.25349884033204,169.7080359405801,9.818810204513117,10.294281339140142
2024-12-12,RDDT,163.50999450683594,65.57716979734573,121.92660927159714,146.82599868774415,171.72538810389113,9.575587113117301,10.150542493935573
2024-12-13,RDDT,172.64999389648438,69.31063905553764,122.55752429497738,148.86449813842773,175.17147198187808,9.72941136126455,10.066316267401369
2024-12-16,RDDT,178.10000610351563,71.30888707628671,124.7245848975858,151.53049850463867,178.33641211169154,9.985685805893052,10.050190175099706
2024-12-17,RDDT,168.7899932861328,63.68092701413947,127.71411458503707,153.49899826049804,179.28388193595902,9.586991661421273,9.95755047236402
2024-12-18,RDDT,160.64999389648438,57.853788611284074,129.85058036581816,154.6734977722168,179.49641517861542,8.75803783338669,9.717647944568554
2024-12-19,RDDT,163.72000122070313,59.36406333446759,132.4393812680658,156.0459976196289,179.652613971192,8.160789403927126,9.40627623644027
2024-12-20,RDDT,170.7100067138672,62.646188398474926,132.22872344942436,156.6804977416992,181.13227203397406,7.941154164909081,9.113251822134032
2024-12-23,RDDT,168.61000061035156,61.05080893608852,133.2520780637237,157.77749786376953,182.30291766381535,7.569302393479149,8.804461936403055
2024-12-24,RDDT,177.41000366210938,65.0656550039058,134.7426247399693,159.5529983520508,184.36337196413228,7.612366197040932,8.56604278853063
2024-12-26,RDDT,176.74000549316406,64.52034605975402,138.30578471886272,161.6094985961914,184.91321247352008,7.514900016991599,8.355814234222825
2024-12-27,RDDT,173.5399932861328,61.85397179189594,141.66831925474403,163.2844985961914,184.9006779376388,7.192865265501069,8.123224440478474
2024-12-30,RDDT,165.52999877929688,55.65404678042762,145.55296004888783,164.52649841308593,183.50003677728404,6.476030584756609,7.793785669334101
2024-12-31,RDDT,163.44000244140625,54.129465531697846,149.78234295457588,165.61649856567382,181.45065417677176,5.741907399335844,7.38341001533445
2025-01-02,RDDT,165.91000366210938,55.6748631426853,152.33826330393495,166.42049865722657,180.5027340105182,5.22031146909363,6.950790306086287
2025-01-03,RDDT,177.74000549316406,62.23699959340476,153.85967061057093,167.59599914550782,181.3323276804447,5.315185592696969,6.623669363408424
